month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2022-11,PASIR RIS,5 ROOM,486,PASIR RIS DR 4,01 TO 03,121,Improved,1992,69 years 02 months,585000
2022-11,PASIR RIS,5 ROOM,275,PASIR RIS ST 21,07 TO 09,126,Improved,1994,70 years 10 months,628000
2022-11,PASIR RIS,5 ROOM,744,PASIR RIS ST 71,01 TO 03,123,Improved,1996,72 years 11 months,630000
2022-11,PASIR RIS,5 ROOM,185,PASIR RIS ST 11,10 TO 12,140,Model A,1993,69 years 09 months,638000
2022-11,PASIR RIS,5 ROOM,483,PASIR RIS DR 4,07 TO 09,122,Improved,1989,65 years 10 months,638000
2022-11,PASIR RIS,5 ROOM,756,PASIR RIS ST 71,04 TO 06,127,Improved,1996,73 years 01 month,640000
2022-11,PASIR RIS,5 ROOM,560,PASIR RIS ST 51,07 TO 09,121,Improved,1993,69 years 11 months,648888
2022-11,PASIR RIS,5 ROOM,189,PASIR RIS ST 12,07 TO 09,126,Improved,1993,69 years 11 months,665000
2022-11,PASIR RIS,5 ROOM,709,PASIR RIS DR 10,07 TO 09,127,Improved,1996,72 years 03 months,675000
2022-11,PASIR RIS,5 ROOM,229,PASIR RIS ST 21,13 TO 15,126,Improved,1993,69 years 09 months,680000
2022-11,PASIR RIS,5 ROOM,740,PASIR RIS ST 71,07 TO 09,125,Improved,1996,72 years 11 months,693000
2022-11,PASIR RIS,5 ROOM,213,PASIR RIS ST 21,07 TO 09,137,Model A,1993,69 years 09 months,700000
2022-11,PASIR RIS,5 ROOM,528C,PASIR RIS ST 51,10 TO 12,113,Improved,2015,91 years 09 months,800000
2022-11,PASIR RIS,5 ROOM,612,ELIAS RD,13 TO 15,128,Improved,1995,71 years 09 months,806000
2022-11,PASIR RIS,5 ROOM,530D,PASIR RIS DR 1,04 TO 06,105,DBSS,2015,91 years 07 months,930800
2022-11,PASIR RIS,EXECUTIVE,152,PASIR RIS ST 13,01 TO 03,149,Apartment,1995,71 years 04 months,710000
2022-11,PASIR RIS,EXECUTIVE,269,PASIR RIS ST 21,04 TO 06,143,Apartment,1994,71 years 01 month,725888
2022-11,PASIR RIS,EXECUTIVE,209,PASIR RIS ST 21,04 TO 06,147,Apartment,1993,69 years 11 months,738000
2022-11,PASIR RIS,EXECUTIVE,271,PASIR RIS ST 21,07 TO 09,143,Apartment,1994,71 years,742500
2022-11,PASIR RIS,EXECUTIVE,154,PASIR RIS ST 13,04 TO 06,146,Apartment,1995,71 years 04 months,757000
2022-11,PASIR RIS,EXECUTIVE,128,PASIR RIS ST 11,01 TO 03,146,Maisonette,1988,65 years 01 month,760000
2022-11,PASIR RIS,EXECUTIVE,250,PASIR RIS ST 21,10 TO 12,149,Apartment,1993,69 years 10 months,780000
2022-11,PASIR RIS,EXECUTIVE,607,ELIAS RD,07 TO 09,149,Apartment,1995,71 years 10 months,815000
2022-11,PASIR RIS,EXECUTIVE,466,PASIR RIS ST 41,07 TO 09,144,Apartment,1992,69 years 02 months,818000
2022-11,PASIR RIS,EXECUTIVE,223,PASIR RIS ST 21,07 TO 09,147,Apartment,1993,69 years 09 months,830000
2022-11,PASIR RIS,EXECUTIVE,582,PASIR RIS ST 53,13 TO 15,147,Apartment,1995,72 years 01 month,898000
2022-11,PASIR RIS,EXECUTIVE,586,PASIR RIS ST 53,04 TO 06,148,Apartment,1995,72 years,900000
2022-11,PASIR RIS,EXECUTIVE,408,PASIR RIS DR 6,01 TO 03,147,Maisonette,1990,66 years 07 months,928000
2022-12,PASIR RIS,3 ROOM,527D,PASIR RIS ST 51,07 TO 09,68,Model A,2015,91 years 08 months,509000
2022-12,PASIR RIS,4 ROOM,146,PASIR RIS ST 11,04 TO 06,106,Model A,1995,71 years 03 months,480000
2022-12,PASIR RIS,4 ROOM,125,PASIR RIS ST 11,04 TO 06,103,Model A,1989,65 years 04 months,495000
2022-12,PASIR RIS,4 ROOM,140,PASIR RIS ST 11,07 TO 09,106,Model A,1994,70 years 05 months,495000
2022-12,PASIR RIS,4 ROOM,446,PASIR RIS DR 6,01 TO 03,103,Model A,1989,65 years 11 months,498000
2022-12,PASIR RIS,4 ROOM,560,PASIR RIS ST 51,01 TO 03,105,Model A,1993,69 years 10 months,500000
2022-12,PASIR RIS,4 ROOM,143,PASIR RIS ST 11,07 TO 09,105,Model A,1995,71 years 02 months,505000
2022-12,PASIR RIS,4 ROOM,143,PASIR RIS ST 11,07 TO 09,107,Model A,1995,71 years 02 months,508000
2022-12,PASIR RIS,4 ROOM,770,PASIR RIS ST 71,04 TO 06,105,Model A,1996,72 years 09 months,510000
2022-12,PASIR RIS,4 ROOM,115,PASIR RIS ST 11,04 TO 06,106,Model A,1989,65 years 04 months,515000
2022-12,PASIR RIS,4 ROOM,124,PASIR RIS ST 11,04 TO 06,105,Model A,1989,65 years 04 months,515800
2022-12,PASIR RIS,4 ROOM,752,PASIR RIS ST 71,07 TO 09,104,Model A,1996,73 years 01 month,516800
2022-12,PASIR RIS,4 ROOM,559,PASIR RIS ST 51,07 TO 09,104,Model A,1993,69 years 08 months,520000
2022-12,PASIR RIS,4 ROOM,752,PASIR RIS ST 71,07 TO 09,104,Model A,1996,73 years,522888
2022-12,PASIR RIS,4 ROOM,702,PASIR RIS DR 10,01 TO 03,114,Model A,1996,72 years 02 months,525000
2022-12,PASIR RIS,4 ROOM,227,PASIR RIS ST 21,04 TO 06,105,Model A,1993,69 years 08 months,525000
2022-12,PASIR RIS,4 ROOM,151,PASIR RIS ST 13,04 TO 06,109,Model A,1995,71 years 03 months,525000
2022-12,PASIR RIS,4 ROOM,440,PASIR RIS DR 4,07 TO 09,106,Model A,1989,65 years 07 months,580000
2022-12,PASIR RIS,4 ROOM,571,PASIR RIS ST 53,10 TO 12,108,Model A,1995,71 years 11 months,585000
2022-12,PASIR RIS,4 ROOM,574,PASIR RIS ST 53,10 TO 12,110,Model A,1995,71 years 11 months,613000
2022-12,PASIR RIS,4 ROOM,526A,PASIR RIS ST 51,07 TO 09,93,Model A,2015,91 years 08 months,618888
2022-12,PASIR RIS,4 ROOM,526C,PASIR RIS ST 51,07 TO 09,93,Model A,2015,91 years 08 months,620000
2022-12,PASIR RIS,4 ROOM,524B,PASIR RIS ST 51,04 TO 06,93,Model A,2015,91 years 08 months,622000
2022-12,PASIR RIS,4 ROOM,573,PASIR RIS ST 53,13 TO 15,112,Model A,1995,71 years 11 months,625000
2022-12,PASIR RIS,4 ROOM,526C,PASIR RIS ST 51,10 TO 12,93,Model A,2015,91 years 08 months,630000
2022-12,PASIR RIS,4 ROOM,525B,PASIR RIS ST 51,04 TO 06,93,Model A,2015,91 years 09 months,638000
2022-12,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,04 TO 06,86,DBSS,2015,91 years 06 months,700000
2022-12,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,07 TO 09,86,DBSS,2015,91 years 07 months,710000
2022-12,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,07 TO 09,86,DBSS,2015,91 years 06 months,728000
2022-12,PASIR RIS,5 ROOM,139,PASIR RIS ST 11,01 TO 03,126,Improved,1994,70 years 05 months,595000
2022-12,PASIR RIS,5 ROOM,628,PASIR RIS DR 3,01 TO 03,120,Improved,1995,71 years 06 months,600000
2022-12,PASIR RIS,5 ROOM,211,PASIR RIS ST 21,01 TO 03,135,Model A,1993,69 years 09 months,600000
2022-12,PASIR RIS,5 ROOM,180,PASIR RIS ST 11,07 TO 09,124,Improved,1993,69 years 08 months,625000
2022-12,PASIR RIS,5 ROOM,639,PASIR RIS DR 1,04 TO 06,122,Improved,1995,71 years 09 months,630000
2022-12,PASIR RIS,5 ROOM,720,PASIR RIS ST 72,01 TO 03,124,Improved,1996,72 years 08 months,638000
2022-12,PASIR RIS,5 ROOM,107,PASIR RIS ST 12,07 TO 09,128,Improved,1989,65 years 03 months,640000
2022-12,PASIR RIS,5 ROOM,765,PASIR RIS ST 71,10 TO 12,127,Improved,1996,72 years 07 months,650000
2022-12,PASIR RIS,5 ROOM,613,ELIAS RD,04 TO 06,129,Improved,1996,72 years 08 months,655000
2022-12,PASIR RIS,5 ROOM,199,PASIR RIS ST 12,10 TO 12,139,Model A,1993,69 years 10 months,671000
2022-12,PASIR RIS,5 ROOM,571,PASIR RIS ST 53,07 TO 09,126,Improved,1995,71 years 11 months,675000
2022-12,PASIR RIS,5 ROOM,517,PASIR RIS ST 52,07 TO 09,127,Improved,1993,70 years 02 months,685000
2022-12,PASIR RIS,5 ROOM,721,PASIR RIS ST 72,01 TO 03,124,Improved,1996,72 years 08 months,691000
2022-12,PASIR RIS,5 ROOM,226,PASIR RIS ST 21,04 TO 06,137,Model A,1993,69 years 09 months,695000
2022-12,PASIR RIS,5 ROOM,519,PASIR RIS ST 52,10 TO 12,128,Improved,1993,70 years 02 months,700000
2022-12,PASIR RIS,5 ROOM,525C,PASIR RIS ST 51,10 TO 12,113,Improved,2015,91 years 08 months,778888
2022-12,PASIR RIS,5 ROOM,528C,PASIR RIS ST 51,07 TO 09,113,Improved,2015,91 years 09 months,795000
2022-12,PASIR RIS,EXECUTIVE,134,PASIR RIS ST 11,01 TO 03,152,Apartment,1994,70 years 05 months,720000
2022-12,PASIR RIS,EXECUTIVE,268,PASIR RIS ST 21,01 TO 03,145,Apartment,1994,71 years,720000
2022-12,PASIR RIS,EXECUTIVE,456,PASIR RIS DR 4,01 TO 03,142,Apartment,1992,68 years 11 months,735000
2022-12,PASIR RIS,EXECUTIVE,152,PASIR RIS ST 13,04 TO 06,150,Apartment,1995,71 years 03 months,735000
2022-12,PASIR RIS,EXECUTIVE,241,PASIR RIS ST 21,04 TO 06,146,Apartment,1993,69 years 08 months,760000
2022-12,PASIR RIS,EXECUTIVE,506,PASIR RIS ST 52,01 TO 03,146,Apartment,1993,69 years 10 months,765000
2022-12,PASIR RIS,EXECUTIVE,463,PASIR RIS ST 41,04 TO 06,145,Apartment,1992,68 years 11 months,768000
2022-12,PASIR RIS,EXECUTIVE,238,PASIR RIS ST 21,07 TO 09,147,Apartment,1993,69 years 09 months,780000
2022-12,PASIR RIS,EXECUTIVE,244,PASIR RIS ST 21,10 TO 12,149,Apartment,1993,69 years 08 months,802000
2022-12,PASIR RIS,EXECUTIVE,548,PASIR RIS ST 51,10 TO 12,144,Apartment,1992,68 years 11 months,808000
2022-12,PASIR RIS,EXECUTIVE,242,PASIR RIS ST 21,10 TO 12,149,Apartment,1993,69 years 08 months,808000
2022-12,PASIR RIS,EXECUTIVE,605,ELIAS RD,01 TO 03,154,Apartment,1995,71 years 05 months,820000
2022-12,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,10 TO 12,148,Apartment,1996,72 years 07 months,820000
2022-12,PASIR RIS,EXECUTIVE,108,PASIR RIS ST 12,04 TO 06,149,Maisonette,1988,64 years 10 months,828888
2022-12,PASIR RIS,EXECUTIVE,454,PASIR RIS DR 6,04 TO 06,146,Maisonette,1989,66 years 01 month,830000
2022-12,PASIR RIS,EXECUTIVE,578,PASIR RIS ST 53,04 TO 06,148,Apartment,1995,71 years 11 months,835000
2022-12,PASIR RIS,EXECUTIVE,779,PASIR RIS ST 71,07 TO 09,143,Apartment,1996,72 years 08 months,838000
2022-12,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,13 TO 15,143,Apartment,1996,72 years 07 months,865000
2022-12,PASIR RIS,EXECUTIVE,241,PASIR RIS ST 21,10 TO 12,158,Apartment,1993,69 years 08 months,888888
2023-01,PASIR RIS,2 ROOM,528A,PASIR RIS ST 51,10 TO 12,47,Model A,2015,91 years 07 months,355000
2023-01,PASIR RIS,3 ROOM,528A,PASIR RIS ST 51,04 TO 06,68,Model A,2015,91 years 08 months,520000
2023-01,PASIR RIS,4 ROOM,635,PASIR RIS DR 1,04 TO 06,104,Model A,1995,71 years 08 months,525000
2023-01,PASIR RIS,4 ROOM,640,PASIR RIS DR 1,10 TO 12,104,Model A,1995,71 years 04 months,535000
2023-01,PASIR RIS,4 ROOM,701,PASIR RIS DR 10,07 TO 09,112,Model A,1996,72 years 01 month,585000
2023-01,PASIR RIS,4 ROOM,484,PASIR RIS DR 4,07 TO 09,105,Model A,1992,69 years,500000
2023-01,PASIR RIS,4 ROOM,461,PASIR RIS DR 4,01 TO 03,104,Model A,1992,68 years 11 months,518000
2023-01,PASIR RIS,4 ROOM,233,PASIR RIS DR 4,01 TO 03,107,Model A,1993,69 years 07 months,518000
2023-01,PASIR RIS,4 ROOM,426,PASIR RIS DR 6,04 TO 06,84,Simplified,1988,64 years 10 months,440000
2023-01,PASIR RIS,4 ROOM,473,PASIR RIS DR 6,10 TO 12,103,Model A,1989,65 years 07 months,560000
2023-01,PASIR RIS,4 ROOM,417,PASIR RIS DR 6,04 TO 06,105,Model A,1990,66 years 01 month,610000
2023-01,PASIR RIS,4 ROOM,429,PASIR RIS DR 6,04 TO 06,102,Model A,1990,66 years 02 months,525000
2023-01,PASIR RIS,4 ROOM,122,PASIR RIS ST 11,13 TO 15,106,Model A,1989,65 years 07 months,513000
2023-01,PASIR RIS,4 ROOM,143,PASIR RIS ST 11,04 TO 06,107,Model A,1995,71 years 02 months,525000
2023-01,PASIR RIS,4 ROOM,117,PASIR RIS ST 11,04 TO 06,106,Model A,1990,66 years 04 months,503000
2023-01,PASIR RIS,4 ROOM,121,PASIR RIS ST 11,04 TO 06,106,Model A,1989,65 years 03 months,505000
2023-01,PASIR RIS,4 ROOM,119,PASIR RIS ST 11,07 TO 09,105,Model A,1989,65 years 06 months,525000
2023-01,PASIR RIS,4 ROOM,117,PASIR RIS ST 11,04 TO 06,103,Model A,1990,66 years 02 months,495000
2023-01,PASIR RIS,4 ROOM,526D,PASIR RIS ST 51,13 TO 15,93,Model A,2015,91 years 07 months,659000
2023-01,PASIR RIS,4 ROOM,526A,PASIR RIS ST 51,10 TO 12,93,Model A,2015,91 years 07 months,630000
2023-01,PASIR RIS,4 ROOM,571,PASIR RIS ST 53,07 TO 09,108,Model A,1995,71 years 10 months,590000
2023-01,PASIR RIS,4 ROOM,775,PASIR RIS ST 71,10 TO 12,107,Model A,1996,72 years 08 months,565000
2023-01,PASIR RIS,4 ROOM,767,PASIR RIS ST 71,01 TO 03,104,Model A,1996,72 years 10 months,530000
2023-01,PASIR RIS,4 ROOM,741,PASIR RIS ST 71,01 TO 03,104,Model A,1996,72 years 09 months,530000
2023-01,PASIR RIS,5 ROOM,611,ELIAS RD,04 TO 06,128,Improved,1995,71 years 07 months,672000
2023-01,PASIR RIS,5 ROOM,709,PASIR RIS DR 10,04 TO 06,124,Improved,1996,72 years 01 month,650000
2023-01,PASIR RIS,5 ROOM,709,PASIR RIS DR 10,01 TO 03,127,Improved,1996,72 years,635000
2023-01,PASIR RIS,5 ROOM,629,PASIR RIS DR 3,04 TO 06,122,Improved,1995,71 years 06 months,635000
2023-01,PASIR RIS,5 ROOM,626,PASIR RIS DR 3,10 TO 12,121,Improved,1995,71 years 06 months,730000
2023-01,PASIR RIS,5 ROOM,234,PASIR RIS DR 4,01 TO 03,138,Model A,1993,69 years 08 months,621000
2023-01,PASIR RIS,5 ROOM,428,PASIR RIS DR 6,01 TO 03,123,Improved,1990,66 years 01 month,590000
2023-01,PASIR RIS,5 ROOM,411,PASIR RIS DR 6,10 TO 12,128,Improved,1990,66 years 01 month,720000
2023-01,PASIR RIS,5 ROOM,183,PASIR RIS ST 11,10 TO 12,124,Improved,1993,69 years 08 months,653000
2023-01,PASIR RIS,5 ROOM,139,PASIR RIS ST 11,07 TO 09,138,Model A,1994,70 years 04 months,680000
2023-01,PASIR RIS,5 ROOM,112,PASIR RIS ST 11,04 TO 06,131,Improved,1990,66 years 04 months,635000
2023-01,PASIR RIS,5 ROOM,143,PASIR RIS ST 11,01 TO 03,125,Improved,1995,71 years 01 month,600000
2023-01,PASIR RIS,5 ROOM,180,PASIR RIS ST 11,01 TO 03,128,Improved,1993,69 years 07 months,575000
2023-01,PASIR RIS,5 ROOM,140,PASIR RIS ST 11,04 TO 06,126,Improved,1994,70 years 04 months,600000
2023-01,PASIR RIS,5 ROOM,146,PASIR RIS ST 11,01 TO 03,126,Improved,1995,71 years 01 month,585000
2023-01,PASIR RIS,5 ROOM,195,PASIR RIS ST 12,04 TO 06,126,Improved,1993,69 years 09 months,638000
2023-01,PASIR RIS,5 ROOM,189,PASIR RIS ST 12,01 TO 03,126,Improved,1993,69 years 09 months,615000
2023-01,PASIR RIS,5 ROOM,193,PASIR RIS ST 12,07 TO 09,126,Improved,1993,69 years 08 months,645000
2023-01,PASIR RIS,5 ROOM,102,PASIR RIS ST 12,07 TO 09,122,Improved,1988,64 years 11 months,638000
2023-01,PASIR RIS,5 ROOM,148,PASIR RIS ST 13,01 TO 03,127,Improved,1995,71 years 02 months,572000
2023-01,PASIR RIS,5 ROOM,272,PASIR RIS ST 21,07 TO 09,134,Model A,1994,70 years 04 months,610000
2023-01,PASIR RIS,5 ROOM,225,PASIR RIS ST 21,07 TO 09,137,Model A,1993,69 years 06 months,650000
2023-01,PASIR RIS,5 ROOM,565,PASIR RIS ST 51,10 TO 12,123,Improved,1992,69 years,675888
2023-01,PASIR RIS,5 ROOM,568,PASIR RIS ST 51,07 TO 09,123,Improved,1992,69 years,641000
2023-01,PASIR RIS,5 ROOM,577,PASIR RIS ST 53,07 TO 09,135,Model A,1995,71 years 11 months,745000
2023-01,PASIR RIS,5 ROOM,575,PASIR RIS ST 53,04 TO 06,124,Improved,1995,71 years 10 months,662000
2023-01,PASIR RIS,5 ROOM,752,PASIR RIS ST 71,01 TO 03,127,Improved,1996,72 years 11 months,635000
2023-01,PASIR RIS,5 ROOM,744,PASIR RIS ST 71,16 TO 18,123,Improved,1996,72 years 10 months,650000
2023-01,PASIR RIS,5 ROOM,762,PASIR RIS ST 71,01 TO 03,128,Improved,1996,72 years 09 months,610000
2023-01,PASIR RIS,5 ROOM,720,PASIR RIS ST 72,04 TO 06,124,Improved,1996,72 years 07 months,665000
2023-01,PASIR RIS,EXECUTIVE,643,PASIR RIS DR 10,07 TO 09,145,Apartment,1995,71 years 08 months,820000
2023-01,PASIR RIS,EXECUTIVE,649,PASIR RIS DR 10,01 TO 03,150,Apartment,1995,71 years 08 months,835000
2023-01,PASIR RIS,EXECUTIVE,460,PASIR RIS DR 4,10 TO 12,146,Apartment,1992,68 years 11 months,820000
2023-01,PASIR RIS,EXECUTIVE,136,PASIR RIS ST 11,07 TO 09,145,Apartment,1994,70 years 10 months,770000
2023-01,PASIR RIS,EXECUTIVE,131,PASIR RIS ST 11,04 TO 06,149,Apartment,1994,70 years 10 months,743888
2023-01,PASIR RIS,EXECUTIVE,157,PASIR RIS ST 13,01 TO 03,149,Apartment,1995,71 years 02 months,725000
2023-01,PASIR RIS,EXECUTIVE,237,PASIR RIS ST 21,01 TO 03,146,Apartment,1993,69 years 08 months,705000
2023-01,PASIR RIS,EXECUTIVE,244,PASIR RIS ST 21,07 TO 09,145,Apartment,1993,69 years 08 months,780000
2023-01,PASIR RIS,EXECUTIVE,207,PASIR RIS ST 21,04 TO 06,147,Apartment,1993,69 years 09 months,738888
2023-01,PASIR RIS,EXECUTIVE,204,PASIR RIS ST 21,01 TO 03,147,Apartment,1993,69 years 09 months,735000
2023-01,PASIR RIS,EXECUTIVE,209,PASIR RIS ST 21,01 TO 03,146,Apartment,1993,69 years 09 months,720000
2023-01,PASIR RIS,EXECUTIVE,204,PASIR RIS ST 21,10 TO 12,148,Apartment,1993,69 years 09 months,835000
2023-01,PASIR RIS,EXECUTIVE,464,PASIR RIS ST 41,01 TO 03,144,Apartment,1992,69 years,743000
2023-01,PASIR RIS,EXECUTIVE,578,PASIR RIS ST 53,01 TO 03,148,Apartment,1995,71 years 11 months,845000
2023-01,PASIR RIS,EXECUTIVE,585,PASIR RIS ST 53,01 TO 03,152,Maisonette,1995,71 years 10 months,950000
2023-01,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,04 TO 06,145,Maisonette,1996,72 years 06 months,785000
2023-02,PASIR RIS,4 ROOM,738,PASIR RIS DR 10,04 TO 06,104,Model A,1996,72 years 07 months,535000
2023-02,PASIR RIS,4 ROOM,626,PASIR RIS DR 3,07 TO 09,104,Model A,1995,71 years 06 months,510000
2023-02,PASIR RIS,4 ROOM,406,PASIR RIS DR 6,07 TO 09,106,Model A,1989,65 years 10 months,568888
2023-02,PASIR RIS,4 ROOM,428,PASIR RIS DR 6,04 TO 06,104,Model A,1990,65 years 11 months,533000
2023-02,PASIR RIS,4 ROOM,252,PASIR RIS ST 21,07 TO 09,104,Model A,1993,69 years 11 months,518000
2023-02,PASIR RIS,4 ROOM,527A,PASIR RIS ST 51,10 TO 12,93,Model A,2015,91 years 06 months,652000
2023-02,PASIR RIS,4 ROOM,559,PASIR RIS ST 51,07 TO 09,104,Model A,1993,69 years 06 months,530000
2023-02,PASIR RIS,4 ROOM,526A,PASIR RIS ST 51,01 TO 03,93,Model A,2015,91 years 05 months,598000
2023-02,PASIR RIS,4 ROOM,517,PASIR RIS ST 52,16 TO 18,109,Model A,1993,69 years 11 months,555000
2023-02,PASIR RIS,4 ROOM,572,PASIR RIS ST 53,10 TO 12,110,Model A,1995,71 years 09 months,615000
2023-02,PASIR RIS,4 ROOM,757,PASIR RIS ST 71,13 TO 15,106,Model A,1996,72 years 10 months,575000
2023-02,PASIR RIS,5 ROOM,637,PASIR RIS DR 1,01 TO 03,123,Improved,1995,71 years 03 months,600000
2023-02,PASIR RIS,5 ROOM,636,PASIR RIS DR 1,13 TO 15,123,Improved,1995,71 years 03 months,680000
2023-02,PASIR RIS,5 ROOM,487,PASIR RIS DR 4,07 TO 09,135,Model A,1992,68 years 11 months,628000
2023-02,PASIR RIS,5 ROOM,419,PASIR RIS DR 6,10 TO 12,132,Improved,1989,65 years 04 months,670000
2023-02,PASIR RIS,5 ROOM,192,PASIR RIS ST 12,04 TO 06,125,Improved,1993,69 years 08 months,613000
2023-02,PASIR RIS,5 ROOM,104,PASIR RIS ST 12,10 TO 12,122,Improved,1989,65 years 02 months,688000
2023-02,PASIR RIS,5 ROOM,189,PASIR RIS ST 12,07 TO 09,126,Improved,1993,69 years 07 months,668000
2023-02,PASIR RIS,5 ROOM,272,PASIR RIS ST 21,04 TO 06,134,Model A,1994,70 years 04 months,643000
2023-02,PASIR RIS,5 ROOM,228,PASIR RIS ST 21,01 TO 03,137,Model A,1993,69 years 06 months,651888
2023-02,PASIR RIS,5 ROOM,226,PASIR RIS ST 21,04 TO 06,126,Improved,1993,69 years 05 months,618888
2023-02,PASIR RIS,5 ROOM,553,PASIR RIS ST 51,01 TO 03,122,Improved,1992,69 years,628000
2023-02,PASIR RIS,5 ROOM,552,PASIR RIS ST 51,04 TO 06,121,Improved,1992,68 years 11 months,652000
2023-02,PASIR RIS,5 ROOM,768,PASIR RIS ST 71,07 TO 09,125,Improved,1996,72 years 07 months,645000
2023-02,PASIR RIS,5 ROOM,760,PASIR RIS ST 71,07 TO 09,128,Improved,1996,72 years 08 months,622000
2023-02,PASIR RIS,5 ROOM,751,PASIR RIS ST 71,04 TO 06,121,Improved,1996,72 years 11 months,620000
2023-02,PASIR RIS,5 ROOM,750,PASIR RIS ST 71,10 TO 12,126,Improved,1996,72 years 10 months,663000
2023-02,PASIR RIS,5 ROOM,753,PASIR RIS ST 71,07 TO 09,126,Improved,1996,72 years 10 months,680000
2023-02,PASIR RIS,5 ROOM,748,PASIR RIS ST 71,04 TO 06,126,Improved,1996,72 years 09 months,635000
2023-02,PASIR RIS,EXECUTIVE,533,PASIR RIS DR 1,04 TO 06,145,Apartment,1992,68 years 10 months,835000
2023-02,PASIR RIS,EXECUTIVE,448,PASIR RIS DR 6,10 TO 12,154,Maisonette,1989,65 years 11 months,950000
2023-02,PASIR RIS,EXECUTIVE,251,PASIR RIS ST 21,07 TO 09,145,Apartment,1993,69 years 06 months,765000
2023-02,PASIR RIS,EXECUTIVE,267,PASIR RIS ST 21,04 TO 06,144,Apartment,1994,70 years 08 months,777000
2023-02,PASIR RIS,EXECUTIVE,543,PASIR RIS ST 51,10 TO 12,144,Apartment,1992,68 years 11 months,880000
2023-02,PASIR RIS,EXECUTIVE,548,PASIR RIS ST 51,10 TO 12,144,Apartment,1992,68 years 11 months,840000
2023-02,PASIR RIS,EXECUTIVE,537,PASIR RIS ST 51,04 TO 06,144,Apartment,1992,68 years 11 months,810000
2023-02,PASIR RIS,EXECUTIVE,510,PASIR RIS ST 52,01 TO 03,146,Apartment,1993,69 years 07 months,770000
2023-03,PASIR RIS,3 ROOM,5,CHANGI VILLAGE RD,04 TO 06,66,Improved,1981,57 years 05 months,350000
2023-03,PASIR RIS,4 ROOM,634,PASIR RIS DR 1,13 TO 15,104,Model A,1995,71 years 05 months,550000
2023-03,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,10 TO 12,104,Model A,1995,71 years 04 months,538000
2023-03,PASIR RIS,4 ROOM,700,PASIR RIS DR 10,07 TO 09,111,Model A,1996,71 years 10 months,580000
2023-03,PASIR RIS,4 ROOM,705,PASIR RIS DR 10,01 TO 03,112,Model A,1996,71 years 11 months,560000
2023-03,PASIR RIS,4 ROOM,458,PASIR RIS DR 4,10 TO 12,104,Model A,1992,68 years 10 months,540000
2023-03,PASIR RIS,4 ROOM,231,PASIR RIS DR 4,13 TO 15,106,Model A,1993,69 years 05 months,535000
2023-03,PASIR RIS,4 ROOM,486,PASIR RIS DR 4,01 TO 03,104,Model A,1992,68 years 09 months,508000
2023-03,PASIR RIS,4 ROOM,417,PASIR RIS DR 6,04 TO 06,105,Model A,1990,65 years 11 months,520000
2023-03,PASIR RIS,4 ROOM,425,PASIR RIS DR 6,01 TO 03,104,Model A,1989,65 years 10 months,550000
2023-03,PASIR RIS,4 ROOM,475,PASIR RIS DR 6,01 TO 03,103,Model A,1990,66 years 02 months,520000
2023-03,PASIR RIS,4 ROOM,452,PASIR RIS DR 6,01 TO 03,105,Model A,1989,65 years 05 months,528000
2023-03,PASIR RIS,4 ROOM,421,PASIR RIS DR 6,07 TO 09,113,Model A,1989,65 years 04 months,555000
2023-03,PASIR RIS,4 ROOM,452,PASIR RIS DR 6,07 TO 09,105,Model A,1989,65 years 05 months,548888
2023-03,PASIR RIS,4 ROOM,419,PASIR RIS DR 6,04 TO 06,105,Model A,1989,65 years 03 months,550000
2023-03,PASIR RIS,4 ROOM,450,PASIR RIS DR 6,04 TO 06,105,Model A,1989,65 years 05 months,527000
2023-03,PASIR RIS,4 ROOM,114,PASIR RIS ST 11,07 TO 09,106,Model A,1989,65 years 04 months,525000
2023-03,PASIR RIS,4 ROOM,110,PASIR RIS ST 11,07 TO 09,106,Model A,1990,66 years 01 month,545000
2023-03,PASIR RIS,4 ROOM,117,PASIR RIS ST 11,01 TO 03,106,Model A,1990,66 years,510000
2023-03,PASIR RIS,4 ROOM,185,PASIR RIS ST 11,07 TO 09,106,Model A,1993,69 years 04 months,558000
2023-03,PASIR RIS,4 ROOM,190,PASIR RIS ST 12,10 TO 12,104,Model A,1993,69 years 07 months,535000
2023-03,PASIR RIS,4 ROOM,147,PASIR RIS ST 13,07 TO 09,106,Model A,1995,70 years 11 months,510000
2023-03,PASIR RIS,4 ROOM,252,PASIR RIS ST 21,04 TO 06,107,Model A,1993,69 years 11 months,510000
2023-03,PASIR RIS,4 ROOM,211,PASIR RIS ST 21,04 TO 06,108,Model A,1993,69 years 04 months,495000
2023-03,PASIR RIS,4 ROOM,558,PASIR RIS ST 51,10 TO 12,104,Model A,1993,69 years 05 months,558000
2023-03,PASIR RIS,4 ROOM,527A,PASIR RIS ST 51,10 TO 12,93,Model A,2015,91 years 05 months,640000
